"client","frequency","recency","monetary"
1622,1,152,73.04000092
1623,1,160,73.04000092
1621,2,127,73.039999014
1620,1,180,73.03999901
1619,1,63,72.97000122
1618,1,122,72.95999908
1617,3,210,72.920000378
1616,3,52,72.92000008
1615,1,234,72.730000503
1614,1,164,72.63999939
1613,2,27,72.61000061
1612,2,11,72.54999924
1611,1,81,72.50999832
1610,1,309,72.46000099
1609,1,121,72.43000031
1608,1,318,72.37999916
1607,1,143,72.320000768
1606,2,124,72.25
1605,1,287,72.24000168
1604,1,8,72.14999867
1603,1,66,72.13999939
1602,1,55,71.96000099
1601,1,91,71.930001735
1600,1,293,71.93000031
1596,1,53,71.91999817
1597,1,128,71.91999817
1598,1,45,71.91999817
1599,1,56,71.91999817
1595,1,150,71.86000061
1594,1,308,71.84999848
1590,1,308,71.83000183
1591,1,161,71.83000183
1592,1,125,71.83000183
1593,1,226,71.83000183
1589,1,164,71.77999878
1586,1,220,71.76000214
1587,1,325,71.76000214
1588,1,257,71.76000214
1585,1,169,71.75999927
1584,1,201,71.70999908
1583,1,222,71.650000576
1582,1,255,71.639999872
1581,1,38,71.49000168
1580,2,245,71.27999878
1574,1,279,71.25
1575,1,211,71.25
1576,1,10,71.25
1577,1,227,71.25
1578,1,290,71.25
1579,1,54,71.25
1573,1,166,71.23999787
1572,1,223,71.09999847
1571,1,160,71.08999824
1570,1,23,71.08000184
1569,1,330,71.06000137
1568,1,23,71.04000092
1566,1,79,71.02999878
1567,1,67,71.02999878
1565,1,43,71
1564,3,82,70.960001
1562,1,305,70.91999817
1563,1,211,70.91999817
1561,1,6,70.87999917
1560,1,143,70.86999893
1559,1,128,70.55999756
1558,1,229,70.53000259
1556,1,194,70.47000122
1557,1,261,70.47000122
1552,1,241,70.31999969
1553,1,235,70.31999969
1554,1,315,70.31999969
1555,1,203,70.31999969
1551,1,195,70.31000137
1550,1,274,70.26000214
1549,1,125,70.19000054
1548,1,360,70.09999847
1546,1,158,70.02999878
1547,1,211,70.02999878
1545,2,88,69.95999908
1544,1,196,69.90999985
1543,1,72,69.89999962
1542,1,18,69.89999771
1541,1,146,69.77999878
1540,1,321,69.75
1539,1,163,69.63000107
1536,1,328,69.58999634
1537,1,227,69.58999634
1538,1,214,69.58999634
1535,1,85,69.56999826
1534,1,61,69.55999756
1533,1,74,69.54999924
1532,1,5,69.36000061
1531,1,60,69.32999802
1530,1,291,69.310002092
1529,1,227,69.27999878
1528,1,264,69.26000023
1527,1,190,69.19999695
1526,1,308,69.16999817
1525,1,354,69.14999962
1524,1,125,69.09999847
1523,1,51,69.07999801
1522,1,1,68.999998097
1521,1,128,68.87000084
1520,1,311,68.82999992
1519,1,73,68.80999947
1518,1,61,68.77000046
1517,1,92,68.66999817
1516,1,222,68.62999725
1515,1,244,68.58999634
1514,3,146,68.560000774
1513,1,3,68.539999485
1512,1,90,68.52000045
1511,1,157,68.460000273
1510,1,218,68.45999908
1509,1,207,68.44999695
1508,1,63,68.43000031
1507,1,72,68.42999935
1506,1,259,68.380001842
1505,1,81,68.28999901
1504,1,92,68.23000145
1502,1,127,68.12999725
1503,1,189,68.12999725
1501,2,52,68.109999664
1500,1,146,67.98999786
1499,1,73,67.93999862
1497,1,70,67.83999634
1498,1,69,67.83999634
1496,1,222,67.72000122
1495,1,87,67.639999392
1494,1,248,67.60000133
1493,1,202,67.56999969
1489,1,238,67.51000214
1490,1,318,67.51000214
1491,1,332,67.51000214
1492,1,289,67.51000214
1488,1,85,67.51000022
1486,1,296,67.5
1487,1,103,67.5
1485,1,113,67.48000336
1484,1,190,67.45000076
1483,1,214,67.390000815
1481,1,352,67.37999725
1482,1,209,67.37999725
1480,1,304,67.34999847
1479,1,240,67.200000048
1478,1,72,67.16999817
1477,1,293,67.14000129
1475,1,249,67.12999725
1476,1,179,67.12999725
1474,1,189,67.02999877
1472,1,88,66.98000336
1473,1,247,66.98000336
1471,1,69,66.94000245
1470,1,101,66.90000152
1469,1,219,66.89999771
1468,1,254,66.740001682
1467,1,150,66.730001565
1466,1,225,66.70999908
1465,1,3,66.66999817
1464,1,353,66.59999848
1461,1,218,66.58999634
1462,1,233,66.58999634
1463,1,278,66.58999634
1458,1,63,66.55000305
1459,1,33,66.55000305
1460,1,52,66.55000305
1457,1,252,66.549998761
1456,1,276,66.52999878
1455,1,55,66.41999817
1454,1,99,66.360000618
1453,1,239,66.32000089
1452,2,268,66.08000088
1451,1,276,66.06000137
1450,1,60,66.02000236
1446,1,143,65.94000244
1447,1,204,65.94000244
1448,1,298,65.94000244
1449,1,332,65.94000244
1445,1,67,65.83999634
1444,1,206,65.74000168
1443,1,26,65.72000122
1442,2,98,65.68999958
1439,1,293,65.66999817
1440,1,295,65.66999817
1441,1,152,65.66999817
1438,1,164,65.65000153
1436,1,272,65.63999939
1437,1,17,65.63999939
1435,1,192,65.62999916
1434,1,159,65.589998244
1433,1,138,65.58999634
1432,1,122,65.56000138
1431,1,340,65.40000153
1430,2,38,65.37999916
1429,1,191,65.31999969
1428,2,133,65.26000214
1427,1,143,65.25
1426,1,194,65.19000244
1425,1,213,65.19000054
1424,1,157,65.179998394
1422,1,289,65.16000366
1423,1,123,65.16000366
1421,1,170,65.09000015
1420,1,258,65.00999832
1419,1,80,64.99000168
1418,1,192,64.959998608
1417,2,100,64.909999488
1416,1,150,64.79000092
1415,2,79,64.749999646
1413,1,284,64.69999695
1414,1,240,64.69999695
1412,2,135,64.690000536
1411,1,90,64.69000053
1410,1,289,64.68999863
1409,1,227,64.59999847
1408,2,138,64.590000154
1407,1,55,64.56999969
1406,1,217,64.55000115
1405,1,100,64.37000084
1404,1,282,64.36000061
1402,1,247,64.26000214
1403,1,172,64.26000214
1401,1,50,64.240001318
1400,1,40,64.22999954
1399,1,64,64.19000244
1398,1,232,64.13000107
1397,1,294,64.11000061
1396,1,279,64.05000114
1395,1,241,64.01000118
1394,1,80,63.959998608
1393,1,299,63.93999863
1392,1,174,63.9299984
1391,1,25,63.91999817
1390,1,71,63.90999794
1389,1,186,63.86999893
1386,1,160,63.84999847
1387,1,262,63.84999847
1388,1,117,63.84999847
1385,1,340,63.84000015
1384,1,75,63.839999194
1383,1,76,63.79000092
1382,1,136,63.7500019
1380,1,287,63.52000046
1381,1,242,63.52000046
1378,1,285,63.33000183
1379,1,80,63.33000183
1374,1,249,63.15000153
1375,1,208,63.15000153
1376,1,307,63.15000153
1377,1,157,63.15000153
1373,1,20,63.12999916
1372,1,8,62.99999999
1371,1,343,62.98999977
1370,1,85,62.97999954
1369,1,154,62.93000031
1368,1,197,62.9299984
1367,1,67,62.8900013
1366,1,78,62.88000107
1365,1,307,62.85000134
1364,1,203,62.84000015
1363,1,124,62.84000015
1361,1,37,62.83000183
1362,1,94,62.83000183
1360,1,341,62.82000065
1359,1,98,62.81999969
1358,1,146,62.810000898
1357,1,214,62.63999939
1356,1,78,62.59000015
1355,1,199,62.56000138
1354,1,85,62.54000092
1353,2,24,62.5
1352,1,354,62.44999886
1351,1,230,62.36999893
1350,2,224,62.29000091
1349,1,126,62.27000046
1348,1,315,62.21000099
1344,1,288,62.18999863
1345,1,238,62.18999863
1346,1,282,62.18999863
1347,1,201,62.18999863
1343,1,126,62.16999817
1342,1,85,62.1599989
1341,1,76,62.120000836
1340,1,232,62.04999924
1339,1,118,61.95000076
1338,1,298,61.91999912
1337,1,182,61.90000153
1336,1,119,61.88999939
1335,1,332,61.87000084
1334,1,249,61.86999893
1333,1,191,61.72999954
1331,1,268,61.68000031
1332,1,287,61.68000031
1330,4,17,61.63999938
1329,1,228,61.62000276
1328,1,254,61.58000183
1327,1,60,61.5700016
1326,1,156,61.54999924
1325,1,298,61.43999863
1324,1,342,61.41999817
1323,1,249,61.40000153
1322,2,67,61.3599987
1321,1,211,61.27000046
1319,1,326,61.25999832
1320,1,120,61.25999832
1318,2,187,61.23999978
1316,1,125,61.22999954
1317,1,194,61.22999954
1315,1,325,61.19999885
1314,1,84,61.1799984
1313,1,78,61.15999985
1312,1,285,61.140001237
1311,1,122,61.119998932
1309,1,169,61.06000137
1310,1,150,61.06000137
1308,1,271,60.959999079
1302,1,62,60.95000076
1303,1,64,60.95000076
1304,1,103,60.95000076
1305,1,84,60.95000076
1306,1,27,60.95000076
1307,1,254,60.95000076
1299,1,141,60.93000031
1300,1,272,60.93000031
1301,1,236,60.93000031
1298,1,306,60.90000153
1297,1,193,60.870000365
1296,1,47,60.8599987
1293,1,228,60.81000137
1294,1,176,60.81000137
1295,1,228,60.81000137
1292,1,236,60.71000099
1291,1,186,60.68000031
1290,1,232,60.59999847
1285,1,309,60.56000137
1286,1,149,60.56000137
1287,1,248,60.56000137
1288,1,232,60.56000137
1289,1,270,60.56000137
1284,2,87,60.54999923
1283,1,204,60.529999734
1282,1,333,60.5
1281,1,306,60.489999774
1280,1,185,60.36000061
1278,1,340,60.27999878
1279,1,244,60.27999878
1277,2,299,60.139999386
1268,1,104,60.00999832
1269,1,188,60.00999832
1270,1,96,60.00999832
1271,1,75,60.00999832
1272,1,100,60.00999832
1273,1,86,60.00999832
1274,1,18,60.00999832
1275,1,212,60.00999832
1276,1,73,60.00999832
1267,1,19,60
1266,1,34,59.98999881
1265,1,143,59.93999863
1264,1,167,59.79000092
1263,1,257,59.769999499
1262,1,269,59.63000107
1257,1,238,59.56999969
1258,1,261,59.56999969
1259,1,145,59.56999969
1260,1,151,59.56999969
1261,1,175,59.56999969
1256,1,223,59.54999829
1251,1,308,59.5
1252,1,199,59.5
1253,1,183,59.5
1254,1,172,59.5
1255,1,19,59.5
1250,1,82,59.49999809
1249,1,24,59.38000107
1248,2,307,59.34999847
1247,1,221,59.27000046
1246,1,81,59.26999951
1245,1,305,59.19999982
1244,1,3,59.18999863
1243,1,252,59.09000015
1240,1,124,59.06999969
1241,1,260,59.06999969
1242,1,259,59.06999969
1238,1,76,58.97999954
1239,1,92,58.97999954
1237,1,338,58.97000027
1236,1,85,58.79999924
1235,2,48,58.709999326
1234,1,186,58.66000176
1232,1,143,58.61000061
1233,1,240,58.61000061
1228,1,151,58.59999847
1229,1,130,58.59999847
1230,1,339,58.59999847
1231,1,298,58.59999847
1227,2,89,58.5699997
1225,1,41,58.52000046
1226,1,103,58.52000046
1224,1,240,58.47000122
1223,1,193,58.409999374
1222,1,16,58.29999924
1221,1,74,58.29000092
1220,1,204,58.26000023
1219,1,237,58.1400013
1218,1,341,58.13999939
1217,1,208,58.080001118
1216,1,210,58.06999969
1215,1,100,57.97999954
1208,1,229,57.93000031
1209,1,354,57.93000031
1210,1,275,57.93000031
1211,1,175,57.93000031
1212,1,353,57.93000031
1213,1,318,57.93000031
1214,1,344,57.93000031
1207,1,86,57.88000107
1206,1,73,57.80999946
1205,1,148,57.73999786
1204,1,149,57.609999773
1202,1,345,57.59999847
1203,1,355,57.59999847
1201,1,43,57.589999194
1200,1,17,57.43999863
1195,1,290,57.40999985
1196,1,237,57.40999985
1197,1,202,57.40999985
1198,1,223,57.40999985
1199,1,64,57.40999985
1190,1,211,57.38999939
1191,1,127,57.38999939
1192,1,247,57.38999939
1193,1,169,57.38999939
1194,1,248,57.38999939
1189,1,216,57.37999916
1188,1,17,57.34000015
1187,1,203,57.31000138
1185,1,167,57.27999878
1186,1,146,57.27999878
1183,1,186,57.25999832
1184,1,294,57.25999832
1177,1,121,57.18999863
1178,1,124,57.18999863
1179,1,78,57.18999863
1180,1,135,57.18999863
1181,1,29,57.18999863
1182,1,347,57.18999863
1176,1,5,57.11999893
1175,1,229,57.10000134
1174,1,217,56.979999071
1173,1,6,56.97000122
1172,1,141,56.949999802
1169,1,208,56.91999817
1170,1,220,56.91999817
1171,1,149,56.91999817
1168,1,334,56.870000836
1167,1,77,56.84000016
1166,1,268,56.76000023
1165,1,255,56.72000027
1164,1,101,56.710000988
1163,1,321,56.68000031
1162,1,223,56.66999817
1161,1,185,56.63999939
1160,1,358,56.61999893
1157,1,273,56.61000061
1158,1,328,56.61000061
1159,1,248,56.61000061
1156,1,67,56.59999847
1155,1,134,56.5
1152,1,188,56.45000076
1153,1,154,56.45000076
1154,1,229,56.45000076
1151,1,3,56.3199997
1150,1,204,56.29000092
1149,1,54,56.27000046
1128,1,171,56.25999832
1129,1,26,56.25999832
1130,1,55,56.25999832
1131,1,103,56.25999832
1132,1,182,56.25999832
1133,1,163,56.25999832
1134,1,87,56.25999832
1135,1,156,56.25999832
1136,1,24,56.25999832
1137,1,22,56.25999832
1138,1,44,56.25999832
1139,1,22,56.25999832
1140,1,69,56.25999832
1141,1,17,56.25999832
1142,1,18,56.25999832
1143,1,83,56.25999832
1144,1,61,56.25999832
1145,1,53,56.25999832
1146,1,203,56.25999832
1147,1,59,56.25999832
1148,1,100,56.25999832
1127,1,201,56.24000168
1126,1,144,56.20999908
1125,1,59,56.18999863
1124,1,70,56.11000062
1123,2,184,56.09999847
1122,1,162,56.07000065
1121,1,66,55.969999315
1119,1,219,55.95000076
1120,1,331,55.95000076
1118,1,273,55.93999863
1116,1,72,55.93000031
1117,1,76,55.93000031
1115,2,241,55.80999947
1114,1,3,55.79000092
1113,1,257,55.75
1112,2,174,55.74999999
1111,1,109,55.56999969
1110,1,126,55.54000092
1109,1,325,55.5
1106,1,331,55.49000168
1107,1,192,55.49000168
1108,1,198,55.49000168
1104,1,321,55.43000031
1105,1,315,55.43000031
1101,1,167,55.31999969
1102,1,23,55.31999969
1103,1,20,55.31999969
1100,1,270,55.29999924
1099,1,122,55.120000484
1098,1,59,55.04000092
1097,2,86,54.96999931
1096,1,60,54.93999863
1095,1,75,54.86000061
1094,1,118,54.84999847
1093,1,240,54.84000015
1092,1,339,54.81000137
1091,1,322,54.750000243
1087,1,213,54.70999908
1088,1,317,54.70999908
1089,1,183,54.70999908
1090,1,215,54.70999908
1086,1,200,54.65999985
1084,1,119,54.61000061
1085,1,186,54.61000061
1083,1,240,54.56000136
1082,1,312,54.54999924
1081,1,259,54.52999878
1080,1,57,54.46999932
1078,2,16,54.45999908
1079,1,94,54.45999908
1077,1,64,54.43999863
1076,1,144,54.38999939
1067,1,56,54.38000107
1068,1,237,54.38000107
1069,1,55,54.38000107
1070,1,8,54.38000107
1071,1,165,54.38000107
1072,1,179,54.38000107
1073,1,147,54.38000107
1074,1,55,54.38000107
1075,1,282,54.38000107
1066,2,86,54.200001713
1065,1,19,54.20000076
1064,1,75,54.110000605
1063,1,349,54.06000137
1062,1,350,53.97999954
1060,1,344,53.93999863
1061,1,241,53.93999863
1059,1,305,53.9099989
1057,1,102,53.88000107
1058,1,115,53.88000107
1055,1,194,53.84000015
1056,1,309,53.84000015
1054,1,327,53.65000153
1053,1,280,53.60000038
1050,1,264,53.58000183
1051,1,299,53.58000183
1052,1,251,53.58000183
1049,1,252,53.54000092
1048,1,16,53.539999011
1040,1,240,53.45000076
1041,1,21,53.45000076
1042,1,32,53.45000076
1043,1,21,53.45000076
1044,1,245,53.45000076
1045,1,93,53.45000076
1046,1,27,53.45000076
1047,1,303,53.45000076
1039,1,204,53.40000153
1038,1,71,53.32999992
1037,1,256,53.27000046
1036,1,280,53.25
1032,1,69,53.20999908
1033,1,94,53.20999908
1034,1,82,53.20999908
1035,1,57,53.20999908
1031,1,318,53
1030,1,15,52.97000122
1029,1,241,52.95999908
1028,1,24,52.90999794
1027,1,360,52.81999969
1026,1,248,52.730000493
1025,1,345,52.72000122
1022,1,236,52.68000031
1023,1,250,52.68000031
1024,1,269,52.68000031
1021,1,94,52.63000107
1015,1,132,52.61999893
1016,1,350,52.61999893
1017,1,82,52.61999893
1018,1,186,52.61999893
1019,1,321,52.61999893
1020,1,120,52.61999893
1014,1,246,52.579999921
1013,1,17,52.519999678
1009,1,2,52.50999832
1010,1,82,52.50999832
1011,1,7,52.50999832
1012,1,254,52.50999832
1008,1,132,52.470000987
1007,1,197,52.42000008
1006,1,303,52.27999878
1005,1,72,52.25
1004,1,94,52.090001103
1003,1,145,51.99000168
1002,1,107,51.97999954
998,1,257,51.95000076
999,1,228,51.95000076
1000,1,331,51.95000076
1001,1,241,51.95000076
997,1,51,51.84000016
996,1,66,51.79999924
994,1,128,51.66999817
995,1,309,51.66999817
993,1,61,51.639999862
992,1,171,51.57999801
981,1,130,51.56999969
982,1,69,51.56999969
983,1,263,51.56999969
984,1,85,51.56999969
985,1,62,51.56999969
986,1,61,51.56999969
987,1,44,51.56999969
988,1,315,51.56999969
989,1,70,51.56999969
990,1,45,51.56999969
991,1,60,51.56999969
980,1,298,51.55999947
977,1,108,51.5
978,1,59,51.5
979,1,11,51.5
976,1,72,51.43999863
975,1,66,51.380000708
974,1,119,51.37999821
973,1,191,51.34999847
972,1,276,51.34000015
970,1,201,51.25999832
971,1,194,51.25999832
967,1,81,51.20000076
968,1,96,51.20000076
969,1,131,51.20000076
966,1,212,51.15999985
965,2,194,51.159998897
964,3,97,51.09999847
963,1,8,51.02000045
962,2,254,50.92000007
961,1,116,50.68999863
955,1,18,50.63999939
956,1,56,50.63999939
957,1,27,50.63999939
958,1,130,50.63999939
959,1,128,50.63999939
960,1,64,50.63999939
951,1,180,50.61000061
952,1,193,50.61000061
953,1,160,50.61000061
954,1,221,50.61000061
950,1,52,50.60000062
949,1,228,50.49000168
948,1,168,50.48999977
944,1,224,50.36000061
945,1,339,50.36000061
946,1,178,50.36000061
947,1,180,50.36000061
943,1,211,50.33000183
939,1,80,50.31999969
940,1,81,50.31999969
941,1,56,50.31999969
942,1,11,50.31999969
938,1,181,50.30999947
937,1,72,50.2699995
936,1,125,50.04999924
935,1,64,49.97000122
932,1,138,49.95000076
933,1,145,49.95000076
934,1,168,49.95000076
931,2,88,49.87999916
930,1,314,49.77999878
926,1,13,49.75
927,1,116,49.75
928,1,314,49.75
929,1,36,49.75
925,1,259,49.7300005
924,1,318,49.70999908
923,1,3,49.70000076
922,1,244,49.619998922
921,1,176,49.54000092
920,1,135,49.49000168
919,2,68,49.42999839
918,1,338,49.40000153
917,1,223,49.36999893
915,1,122,49.27999878
916,1,151,49.27999878
914,1,325,49.24999904
913,1,81,49.24000168
912,1,188,49.21999932
911,1,128,49.20000077
910,1,94,49.14999962
909,3,81,49.07999992
908,1,71,49
907,1,146,48.95999908
906,1,297,48.95000076
903,1,341,48.93999863
904,1,273,48.93999863
905,1,140,48.93999863
902,1,160,48.85999871
901,1,226,48.78999853
899,1,50,48.75
900,1,64,48.75
898,1,14,48.74000001
897,1,122,48.72999954
893,1,277,48.61000061
894,1,308,48.61000061
895,1,341,48.61000061
896,1,172,48.61000061
892,1,68,48.59999848
891,1,202,48.56999969
890,1,278,48.55000114
885,1,316,48.52000046
886,1,248,48.52000046
887,1,127,48.52000046
888,1,236,48.52000046
889,1,226,48.52000046
884,1,1,48.48999977
883,1,70,48.47999954
882,1,360,48.250000243
881,2,239,48.25
880,1,221,48.210001113
879,1,158,48.189998387
878,1,139,48.180001261
877,1,262,48.16999912
876,1,330,48.15000153
875,1,187,48.09999848
874,1,241,48.03000069
873,1,68,47.93999862
872,1,326,47.91999817
865,1,172,47.84000015
866,1,199,47.84000015
867,1,179,47.84000015
868,1,226,47.84000015
869,1,221,47.84000015
870,1,234,47.84000015
871,1,228,47.84000015
864,1,307,47.79999924
863,1,251,47.76000023
862,1,223,47.68999863
861,1,336,47.68000031
859,1,149,47.66999817
860,1,286,47.66999817
858,1,285,47.63999939
857,1,94,47.62000179
856,1,51,47.56000137
854,1,293,47.54000092
855,1,226,47.54000092
853,1,170,47.410000446
852,1,343,47.40000152
851,1,194,47.39999961
850,1,281,47.38999939
849,1,354,47.38000107
848,1,364,47.369998933
846,1,60,47.34999847
847,1,28,47.34999847
845,1,3,47.349998234
844,1,307,47.29000092
843,1,60,47.25
842,1,2,47.11999893
841,1,311,47.0700016
840,1,13,46.94999885
839,1,94,46.88999939
816,1,63,46.88000107
817,1,57,46.88000107
818,1,228,46.88000107
819,1,59,46.88000107
820,1,57,46.88000107
821,1,12,46.88000107
822,1,60,46.88000107
823,1,18,46.88000107
824,1,21,46.88000107
825,1,17,46.88000107
826,1,10,46.88000107
827,1,4,46.88000107
828,1,127,46.88000107
829,1,64,46.88000107
830,1,67,46.88000107
831,1,227,46.88000107
832,1,63,46.88000107
833,1,62,46.88000107
834,1,306,46.88000107
835,1,31,46.88000107
836,1,27,46.88000107
837,1,54,46.88000107
838,1,13,46.88000107
815,1,115,46.81999969
814,1,281,46.75999832
813,1,60,46.75
812,1,5,46.690001015
811,2,14,46.69000053
810,1,156,46.61999893
806,1,208,46.61000061
807,1,247,46.61000061
808,1,328,46.61000061
809,1,139,46.61000061
805,1,124,46.6099987
802,1,232,46.29999924
803,1,113,46.29999924
804,1,235,46.29999924
801,2,294,46.22000122
800,1,86,46.18000031
798,1,57,46.16999817
799,1,66,46.16999817
797,1,68,46.02999878
796,2,53,46.01999855
795,1,342,46
794,1,348,45.95000076
789,1,217,45.93999863
790,1,254,45.93999863
791,1,86,45.93999863
792,1,63,45.93999863
793,1,63,45.93999863
784,1,184,45.91999817
785,1,82,45.91999817
786,1,142,45.91999817
787,1,86,45.91999817
788,1,172,45.91999817
783,1,178,45.90999984
782,1,236,45.75
778,1,290,45.68000031
779,1,222,45.68000031
780,1,89,45.68000031
781,1,143,45.68000031
777,1,264,45.669999595
776,1,299,45.59999847
775,1,84,45.56999969
774,1,50,45.509998799
773,1,339,45.43000031
769,1,222,45.31999969
770,1,186,45.31999969
771,1,77,45.31999969
772,1,71,45.31999969
765,1,288,45.27999878
766,1,141,45.27999878
767,1,171,45.27999878
768,1,257,45.27999878
764,1,128,45.09000015
763,1,210,45.06999969
761,1,228,45.06000137
762,1,166,45.06000137
760,1,165,45.05999947
759,1,56,45.019998554
758,1,248,45
757,1,107,44.97999954
756,1,122,44.970000748
755,1,125,44.959999084
754,1,346,44.94999981
753,1,277,44.93999863
752,1,120,44.930001854
751,1,267,44.88000107
749,1,199,44.72999954
750,1,149,44.72999954
748,1,172,44.70999908
747,1,202,44.66999817
746,1,61,44.63000107
744,1,79,44.59999847
745,1,31,44.59999847
743,1,21,44.52000046
740,1,105,44.43999863
741,1,92,44.43999863
742,1,79,44.43999863
739,1,86,44.40000153
738,1,87,44.32000017
737,1,277,44.29000092
735,1,324,44.08000183
736,1,249,44.08000183
724,1,68,44.06999969
725,1,36,44.06999969
726,1,90,44.06999969
727,1,51,44.06999969
728,1,29,44.06999969
729,1,152,44.06999969
730,1,19,44.06999969
731,1,74,44.06999969
732,1,50,44.06999969
733,1,22,44.06999969
734,1,61,44.06999969
723,1,13,44.02000046
721,1,163,44.00999832
722,1,226,44.00999832
720,1,201,43.999999998
719,1,323,43.90999985
718,1,80,43.88999939
716,1,247,43.88000107
717,1,45,43.88000107
715,1,262,43.77000046
714,1,260,43.52000046
713,1,161,43.47000122
710,1,202,43.45000076
711,1,249,43.45000076
712,1,214,43.45000076
708,1,157,43.29000092
709,1,200,43.29000092
704,1,66,43.22000122
705,1,257,43.22000122
706,1,7,43.22000122
707,1,17,43.22000122
703,1,73,43.19000053
702,1,359,43.15999985
696,1,1,43.13000107
697,1,68,43.13000107
698,1,61,43.13000107
699,1,127,43.13000107
700,1,61,43.13000107
701,1,72,43.13000107
695,1,11,43.12999916
694,1,179,43.05000067
689,1,200,43.04999924
690,1,236,43.04999924
691,1,87,43.04999924
692,1,72,43.04999924
693,1,72,43.04999924
688,1,149,43.04000091
687,2,208,43.02000046
686,1,148,42.890000165
684,1,220,42.77999878
685,1,353,42.77999878
683,1,325,42.75
682,1,302,42.749999762
681,1,360,42.68000031
680,1,118,42.63999939
679,1,13,42.63000107
678,1,71,42.57000064
677,1,242,42.52999973
676,1,207,42.47000122
674,1,103,42.38000107
675,1,62,42.38000107
673,2,6,42.37999916
672,1,91,42.29000092
671,1,264,42.289999
670,1,129,42.20000076
660,1,178,42.18999863
661,1,52,42.18999863
662,1,258,42.18999863
663,1,79,42.18999863
664,1,9,42.18999863
665,1,97,42.18999863
666,1,248,42.18999863
667,1,7,42.18999863
668,1,62,42.18999863
669,1,68,42.18999863
659,1,353,42.15999985
658,1,181,42.11000061
657,1,255,42.0899992
656,1,255,42.050000315
655,1,304,42.05000019
654,1,68,42.04999924
653,1,73,42.04000092
652,1,342,42.010000762
651,1,146,41.84000015
650,1,204,41.83000183
648,1,248,41.77000046
649,1,185,41.77000046
646,1,315,41.75
647,1,228,41.75
645,1,120,41.70999909
643,1,248,41.63000107
644,1,275,41.63000107
642,1,361,41.47999954
641,2,76,41.45999908
640,1,76,41.43999863
639,1,204,41.37999916
638,1,324,41.36000061
636,1,149,41.29000092
637,1,233,41.29000092
635,1,21,41.25999832
634,1,313,41.24000168
633,1,263,41.20000076
632,1,126,41.15000153
628,1,359,41.13999939
629,1,318,41.13999939
630,1,117,41.13999939
631,1,48,41.13999939
627,1,6,41.02000046
626,1,180,40.95000076
625,1,237,40.93000031
624,1,29,40.83000183
623,1,360,40.81000137
622,1,170,40.759999271
619,1,329,40.63999939
620,1,229,40.63999939
621,1,255,40.63999939
617,1,123,40.54999924
618,1,120,40.54999924
616,1,205,40.390000105
615,1,191,40.38000107
614,1,24,40.33000183
613,1,207,40.29999923
611,1,281,40.29000092
612,1,339,40.29000092
610,1,153,40.289999
609,1,61,40.26000023
608,1,66,40.25
607,1,134,40.18000031
606,1,114,39.97999954
605,1,305,39.94999886
604,1,96,39.860001566
603,1,332,39.849999662
602,1,162,39.820001599
601,1,338,39.80999947
600,1,341,39.78999901
599,1,207,39.6800003
598,1,79,39.679999354
596,1,121,39.66999817
597,1,107,39.66999817
595,1,191,39.63000107
594,1,62,39.51000023
593,1,360,39.5
592,1,300,39.48999882
591,1,123,39.46000099
590,1,324,39.43000031
589,1,209,39.419998766
588,1,270,39.40000152
585,1,343,39.38000107
586,1,122,39.38000107
587,1,311,39.38000107
584,1,223,39.34000016
581,1,238,39.29000092
582,1,153,39.29000092
583,1,264,39.29000092
580,1,246,39.28000116
579,1,243,39.249998866
578,1,346,39.16999817
577,1,169,39.160000806
576,1,256,39.150000576
575,1,321,39.11000061
574,1,116,39.08000183
573,1,37,39.06999969
572,1,227,39.06000137
571,1,324,39.020000868
570,1,67,39
569,1,190,38.999999765
568,1,289,38.90999985
567,1,321,38.8900013
566,1,124,38.86999893
565,1,124,38.84000015
563,1,33,38.81000137
564,1,81,38.81000137
562,1,363,38.79000092
561,2,121,38.75
560,1,309,38.690000537
559,1,142,38.63000107
557,1,238,38.52999878
558,1,207,38.52999878
556,1,264,38.43000031
555,1,218,38.36999893
553,1,215,38.29999924
554,1,294,38.29999924
552,1,11,38.29000092
551,1,160,38.289999
541,1,109,38.27000046
542,1,202,38.27000046
543,1,220,38.27000046
544,1,220,38.27000046
545,1,185,38.27000046
546,1,185,38.27000046
547,1,249,38.27000046
548,1,227,38.27000046
549,1,198,38.27000046
550,1,80,38.27000046
539,1,169,38.15999985
540,1,241,38.15999985
538,1,360,38.060000538
537,1,328,37.97000122
535,1,117,37.95000076
536,1,318,37.95000076
534,1,261,37.94999981
532,1,245,37.91999913
533,1,180,37.91999913
531,1,53,37.88999939
530,1,160,37.880000827
529,1,69,37.86999893
528,1,318,37.84999847
527,1,343,37.75
526,1,175,37.59000015
525,1,350,37.52000046
511,1,56,37.5
512,1,6,37.5
513,1,76,37.5
514,1,119,37.5
515,1,161,37.5
516,1,160,37.5
517,1,83,37.5
518,1,16,37.5
519,1,191,37.5
520,1,125,37.5
521,1,67,37.5
522,1,246,37.5
523,1,218,37.5
524,1,20,37.5
510,1,331,37.45999908
509,1,338,37.289999906
508,1,119,37.210000634
507,1,231,37.180000304
506,1,234,37.17999935
505,1,21,37
504,1,122,36.95999909
503,1,215,36.90000153
502,1,8,36.88000107
501,1,181,36.86999893
500,1,71,36.77000046
498,1,235,36.63000107
